TIME ,ID ,POS_X ,POS_Y, TAR_X, TAR_Y, AGENT_RADIUS, COLOR_R, COLOR_G, COLOR_B 
0,0,3.75,-3.75,-10,-2,0.25,1,0,0
0,1,3.75,-3,-10,-2,0.25,1,0.6,0
0,2,3.75,-2.25,-10,-2,0.25,0.8,1,0
0,3,3.75,-1.5,-10,-1.5,0.25,0.2,1,0
0,4,3.75,-0.75,-10,-0.75,0.25,0,1,0.4
0,5,3.75,0,-10,0,0.25,0,1,1
0,6,3.75,0.75,-10,0.75,0.25,0,0.4,1
0,7,3.75,1.5,-10,1.5,0.25,0.2,0,1
0,8,3.75,2.25,-10,2,0.25,0.8,0,1
0,9,3.75,3,-10,2,0.25,1,0,0.6
1,0,3.5988,-3.75023,-10,-2,0.25,1,0,0
1,1,3.56214,-3,-10,-2,0.25,1,0.6,0
1,2,3.73727,-2.25,-10,-2,0.25,0.8,1,0
1,3,3.5501,-1.5,-10,-1.5,0.25,0.2,1,0
1,4,3.55,-0.75,-10,-0.75,0.25,0,1,0.4
1,5,3.55,0.0001,-10,0.0001,0.25,0,1,1
1,6,3.55,0.7502,-10,0.7502,0.25,0,0.4,1
1,7,3.69036,1.5002,-10,1.5002,0.25,0.2,0,1
1,8,3.60773,2.24563,-10,2,0.25,0.8,0,1
1,9,3.56858,2.99563,-10,2,0.25,1,0,0.6
2,0,3.44289,-3.74789,-10,-2,0.25,1,0,0
2,1,3.37311,-2.99853,-10,-2,0.25,1,0.6,0
2,2,3.70581,-2.24964,-10,-2,0.25,0.8,1,0
2,3,3.35019,-1.5,-10,-1.5,0.25,0.2,1,0
2,4,3.35,-0.75,-10,-0.75,0.25,0,1,0.4
2,5,3.35,0.00019,-10,0.00019,0.25,0,1,1
2,6,3.35,0.75038,-10,0.75038,0.25,0,0.4,1
2,7,3.61669,1.50038,-10,1.50038,0.25,0.2,0,1
2,8,3.4597,2.24134,-10,2,0.25,0.8,0,1
2,9,3.38536,2.99024,-10,2,0.25,1,0,0.6
3,0,3.28273,-3.7432,-10,-2,0.25,1,0,0
