TIME ,ID ,POS_X ,POS_Y, TAR_X, TAR_Y, AGENT_RADIUS, COLOR_R, COLOR_G, COLOR_B 
0,0,5.635679E-06,19.8444,0,-19.8944,0.25,1,0,0
0,1,-1.246038,19.80521,1.24918,-19.8551,0.25,1,0.06,0
0,2,-2.487168,19.68789,2.49343,-19.7375,0.25,1,0.12,0
0,3,-3.718466,19.49289,3.72783,-19.542,0.25,1,0.18,0
0,4,-4.935094,19.22087,4.94753,-19.2693,0.25,1,0.24,0
0,5,-6.132245,18.87316,6.1477,-18.9207,0.25,1,0.3,0
0,6,-7.305206,18.45081,7.32361,-18.4973,0.25,1,0.36,0
0,7,-8.449321,17.95576,8.47061,-18.001,0.25,1,0.42,0
0,8,-9.560089,17.38979,9.58418,-17.4336,0.25,1,0.48,0
0,9,-10.63311,16.75518,10.6599,-16.7974,0.25,1,0.54,0
0,10,-11.66421,16.05445,11.6936,-16.0949,0.25,1,0.6,0
0,11,-12.64923,15.29037,12.6811,-15.3289,0.25,1,0.66,0
0,12,-13.58437,14.46595,13.6186,-14.5024,0.25,1,0.72,0
0,13,-14.46595,13.58438,14.5024,-13.6186,0.25,1,0.78,0
0,14,-15.29037,12.64924,15.3289,-12.6811,0.25,1,0.84,0
0,15,-16.05445,11.66421,16.0949,-11.6936,0.25,1,0.9,0
0,16,-16.75519,10.63312,16.7974,-10.6599,0.25,1,0.96,0
0,17,-17.38979,9.560088,17.4336,-9.58418,0.25,0.98,1,0
0,18,-17.95576,8.449328,18.001,-8.47061,0.25,0.92,1,0
0,19,-18.45081,7.305199,18.4973,-7.32361,0.25,0.86,1,0
0,20,-18.87315,6.132249,18.9207,-6.1477,0.25,0.8,1,0
0,21,-19.22087,4.935098,19.2693,-4.94753,0.25,0.74,1,0
0,22,-19.49289,3.718462,19.542,-3.72783,0.25,0.6800001,1,0
0,23,-19.68789,2.487164,19.7375,-2.49343,0.25,0.62,1,0
0,24,-19.8052,1.24604,19.8551,-1.24918,0.25,0.5600001,1,0
0,25,-19.8444,2.114479E-07,19.8944,2.05858E-12,0.25,0.5,1,0
0,26,-19.8052,-1.246041,19.8551,1.24918,0.25,0.4400001,1,0
0,27,-19.68789,-2.487156,19.7375,2.49343,0.25,0.3799999,1,0
0,28,-19.49289,-3.718463,19.542,3.72783,0.25,0.3199999,1,0
0,29,-19.22088,-4.935088,19.2693,4.94753,0.25,0.26,1,0
0,30,-18.87314,-6.132256,18.9207,6.1477,0.25,0.1999999,1,0
0,31,-18.45081,-7.305198,18.4973,7.32361,0.25,0.14,1,0
0,32,-17.95576,-8.449326,18.001,8.47061,0.25,0.08000004,1,0
0,33,-17.38978,-9.560092,17.4336,9.58418,0.25,0.01999998,1,0
0,34,-16.75518,-10.63311,16.7974,10.6599,0.25,0,1,0.03999996
0,35,-16.05445,-11.66421,16.0949,11.6936,0.25,0,1,0.0999999
0,36,-15.29037,-12.64923,15.3289,12.6811,0.25,0,1,0.1600001
0,37,-14.46595,-13.58437,14.5024,13.6186,0.25,0,1,0.22
0,38,-13.58437,-14.46595,13.6186,14.5024,0.25,0,1,0.28
0,39,-12.64923,-15.29038,12.6811,15.3289,0.25,0,1,0.3399999
0,40,-11.66421,-16.05445,11.6936,16.0949,0.25,0,1,0.4000001
0,41,-10.63311,-16.75519,10.6599,16.7974,0.25,0,1,0.46
0,42,-9.5601,-17.38978,9.58418,17.4336,0.25,0,1,0.52
0,43,-8.449317,-17.95576,8.47061,18.001,0.25,0,1,0.5799999
0,44,-7.305203,-18.45081,7.32361,18.4973,0.25,0,1,0.6399999
0,45,-6.13225,-18.87315,6.1477,18.9207,0.25,0,1,0.6999998
0,46,-4.935095,-19.22087,4.94753,19.2693,0.25,0,1,0.76
0,47,-3.718458,-19.49289,3.72783,19.542,0.25,0,1,0.8199999
0,48,-2.487162,-19.68789,2.49343,19.7375,0.25,0,1,0.8799999
0,49,-1.246036,-19.8052,1.24918,19.8551,0.25,0,1,0.9400001
0,50,3.422631E-08,-19.8444,-4.1156E-12,19.8944,0.25,0,1,1
0,51,1.246044,-19.8052,-1.24918,19.8551,0.25,0,0.9400001,1
0,52,2.487169,-19.68789,-2.49343,19.7375,0.25,0,0.8800001,1
0,53,3.718465,-19.49289,-3.72783,19.542,0.25,0,0.8200002,1
0,54,4.935091,-19.22087,-4.94753,19.2693,0.25,0,0.7599998,1
0,55,6.132246,-18.87315,-6.1477,18.9207,0.25,0,0.6999998,1
0,56,7.305207,-18.45082,-7.32361,18.4973,0.25,0,0.6399999,1
0,57,8.449327,-17.95576,-8.47061,18.001,0.25,0,0.5799999,1
0,58,9.560091,-17.38979,-9.58418,17.4336,0.25,0,0.52,1
0,59,10.63311,-16.75518,-10.6599,16.7974,0.25,0,0.46,1
0,60,11.66421,-16.05445,-11.6936,16.0949,0.25,0,0.3999999,1
0,61,12.64923,-15.29037,-12.6811,15.3289,0.25,0,0.3399999,1
0,62,13.58438,-14.46595,-13.6186,14.5024,0.25,0,0.28,1
0,63,14.46595,-13.58437,-14.5024,13.6186,0.25,0,0.22,1
0,64,15.29038,-12.64923,-15.3289,12.6811,0.25,0,0.1600001,1
0,65,16.05445,-11.6642,-16.0949,11.6936,0.25,0,0.1000001,1
0,66,16.75518,-10.63311,-16.7974,10.6599,0.25,0,0.03999996,1
0,67,17.38979,-9.560089,-17.4336,9.58418,0.25,0.01999998,0,1
0,68,17.95576,-8.449327,-18.001,8.47061,0.25,0.07999992,0,1
0,69,18.45082,-7.305196,-18.4973,7.32361,0.25,0.1399999,0,1
0,70,18.87315,-6.132254,-18.9207,6.1477,0.25,0.1999998,0,1
0,71,19.22087,-4.935095,-19.2693,4.94753,0.25,0.2599998,0,1
0,72,19.49289,-3.718459,-19.542,3.72783,0.25,0.3200002,0,1
0,73,19.68789,-2.487162,-19.7375,2.49343,0.25,0.3800001,0,1
0,74,19.8052,-1.246041,-19.8551,1.24918,0.25,0.4400001,0,1
0,75,19.8444,3.177259E-08,-19.8944,-6.17684E-12,0.25,0.5,0,1
0,76,19.8052,1.24604,-19.8551,-1.24918,0.25,0.5599999,0,1
0,77,19.6879,2.487171,-19.7375,-2.49343,0.25,0.6199999,0,1
0,78,19.49289,3.718459,-19.542,-3.72783,0.25,0.6799998,0,1
0,79,19.22087,4.935103,-19.2693,-4.94753,0.25,0.7400002,0,1
0,80,18.87315,6.132242,-18.9207,-6.1477,0.25,0.8000002,0,1
0,81,18.45082,7.305211,-18.4973,-7.32361,0.25,0.8600001,0,1
0,82,17.95576,8.449317,-18.001,-8.47061,0.25,0.9200001,0,1
0,83,17.38978,9.560092,-17.4336,-9.58418,0.25,0.98,0,1
0,84,16.75519,10.63311,-16.7974,-10.6599,0.25,1,0,0.96
0,85,16.05445,11.66421,-16.0949,-11.6936,0.25,1,0,0.8999996
0,86,15.29038,12.64923,-15.3289,-12.6811,0.25,1,0,0.8400002
0,87,14.46595,13.58437,-14.5024,-13.6186,0.25,1,0,0.7799997
0,88,13.58438,14.46595,-13.6186,-14.5024,0.25,1,0,0.7200003
0,89,12.64923,15.29038,-12.6811,-15.3289,0.25,1,0,0.6599998
0,90,11.66421,16.05445,-11.6936,-16.0949,0.25,1,0,0.6000004
0,91,10.6331,16.75519,-10.6599,-16.7974,0.25,1,0,0.54
0,92,9.560098,17.38978,-9.58418,-17.4336,0.25,1,0,0.48
0,93,8.449325,17.95576,-8.47061,-18.001,0.25,1,0,0.4200001
0,94,7.305204,18.45081,-7.32361,-18.4973,0.25,1,0,0.3600001
0,95,6.132249,18.87315,-6.1477,-18.9207,0.25,1,0,0.3000002
0,96,4.935098,19.22087,-4.94753,-19.2693,0.25,1,0,0.2400002
0,97,3.718462,19.49289,-3.72783,-19.542,0.25,1,0,0.1799998
0,98,2.487168,19.68789,-2.49343,-19.7375,0.25,1,0,0.1199999
0,99,1.24604,19.8052,-1.24918,-19.8551,0.25,1,0,0.05999994
1,0,4.256053E-06,19.7569,0,-19.8944,0.25,1,0,0
1,1,-1.240546,19.71788,1.24918,-19.8551,0.25,1,0.06,0
1,2,-2.476201,19.60109,2.49343,-19.7375,0.25,1,0.12,0
1,3,-3.702078,19.40695,3.72783,-19.542,0.25,1,0.18,0
1,4,-4.913327,19.13612,4.94753,-19.2693,0.25,1,0.24,0
1,5,-6.105202,18.78994,6.1477,-18.9207,0.25,1,0.3,0
1,6,-7.273,18.36945,7.32361,-18.4973,0.25,1,0.36,0
1,7,-8.41206,17.87658,8.47061,-18.001,0.25,1,0.42,0
1,8,-9.517924,17.31311,9.58418,-17.4336,0.25,1,0.48,0
1,9,-10.58622,16.68131,10.6599,-16.7974,0.25,1,0.54,0
1,10,-11.61278,15.98366,11.6936,-16.0949,0.25,1,0.6,0
1,11,-12.59345,15.22295,12.6811,-15.3289,0.25,1,0.66,0
1,12,-13.52447,14.40216,13.6186,-14.5024,0.25,1,0.72,0
1,13,-14.40217,13.52448,14.5024,-13.6186,0.25,1,0.78,0
1,14,-15.22295,12.59346,15.3289,-12.6811,0.25,1,0.84,0
1,15,-15.98366,11.61278,16.0949,-11.6936,0.25,1,0.9,0
1,16,-16.68132,10.58624,16.7974,-10.6599,0.25,1,0.96,0
1,17,-17.3131,9.517934,17.4336,-9.58418,0.25,0.98,1,0
1,18,-17.87658,8.412071,18.001,-8.47061,0.25,0.92,1,0
1,19,-18.36946,7.272984,18.4973,-7.32361,0.25,0.86,1,0
1,20,-18.78992,6.105206,18.9207,-6.1477,0.25,0.8,1,0
1,21,-19.13611,4.913337,19.2693,-4.94753,0.25,0.74,1,0
1,22,-19.40694,3.702067,19.542,-3.72783,0.25,0.6800001,1,0
1,23,-19.60109,2.476198,19.7375,-2.49343,0.25,0.62,1,0
1,24,-19.71787,1.240545,19.8551,-1.24918,0.25,0.5600001,1,0
1,25,-19.7569,-7.920954E-06,19.8944,2.05858E-12,0.25,0.5,1,0
1,26,-19.71788,-1.240548,19.8551,1.24918,0.25,0.4400001,1,0
1,27,-19.60109,-2.476188,19.7375,2.49343,0.25,0.3799999,1,0
1,28,-19.40694,-3.702064,19.542,3.72783,0.25,0.3199999,1,0
1,29,-19.13613,-4.913321,19.2693,4.94753,0.25,0.26,1,0
